game,agent_a,agent_b,player1,player2,result,score_for_a,plies
11433,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,p2_win,0.0,64
11434,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,p2_win,0.0,66
11435,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,p1_win,0.0,69
11436,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,p1_win,0.0,65
11437,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,p2_win,0.0,66
11438,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,draw,0.5,68
11439,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,p2_win,0.0,70
11440,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,p1_win,0.0,69
11441,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,p1_win,0.0,67
11442,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,p2_win,0.0,68
11443,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,p1_win,0.0,67
11444,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,p1_win,0.0,69
11445,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,p2_win,0.0,66
