cycle,cycle_time_s,selfplay_time_s,train_time_s,cumulative_time_s,p1_wins,p2_wins,draws,mean_game_length,min_game_length,max_game_length,mean_walls_placed,mean_policy_entropy,value_accuracy,loss_total,loss_policy,loss_value,holdout_loss_total,holdout_loss_policy,holdout_loss_value,train_steps,cumulative_train_steps,lr,boardsize,walls_per_player,games_per_cycle,mcts_sims,mcts_sims_fast,fast_play_prob,fast_kl_threshold,temp_threshold,c_puct,dirichlet_alpha,dirichlet_epsilon,dist_bonus_weight_max,fpu_reduction,random_wall_plies,random_wall_fraction,buffer_cycles,batch_size,train_positions_per_cycle,buffer_recency_decay,learning_rate,weight_decay,value_loss_weight,lr_milestones,lr_decay,filters,num_residual,gpool_every,num_workers,value_head,pawn_head
304,374.0,269.3,104.7,122436.8,,,,,,,,,0.8695,1.229046,0.889473,0.339574,,,,1000,302000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
305,357.2,251.7,105.5,122794.0,,,,,,,,,0.8688,1.216706,0.877925,0.338781,,,,1000,303000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
306,387.9,282.4,105.5,123181.9,,,,,,,,,0.8697,1.213805,0.877644,0.336161,,,,1000,304000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
307,337.0,231.6,105.4,123518.9,,,,,,,,,0.8695,1.225821,0.887546,0.338275,,,,1000,305000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
308,330.1,225.1,105.0,123849.0,,,,,,,,,0.8681,1.238358,0.896804,0.341554,,,,1000,306000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
309,303.8,199.1,104.7,124152.8,,,,,,,,,0.8691,1.250744,0.909860,0.340885,,,,1000,307000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
310,328.3,224.0,104.3,124481.1,,,,,,,,,0.8669,1.248837,0.904621,0.344216,,,,1000,308000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
311,385.7,281.0,104.7,124866.8,,,,,,,,,0.8672,1.252583,0.909134,0.343449,,,,1000,309000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
312,346.4,241.9,104.5,125213.2,,,,,,,,,0.8657,1.267440,0.919175,0.348265,,,,1000,310000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
313,349.5,245.0,104.5,125562.7,,,,,,,,,0.8656,1.274468,0.925974,0.348494,,,,1000,311000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
314,384.7,280.0,104.7,125947.4,,,,,,,,,0.8675,1.280543,0.934336,0.346207,,,,1000,312000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
315,372.9,267.6,105.3,126320.3,,,,,,,,,0.8668,1.279324,0.932824,0.346500,,,,1000,313000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
316,400.9,295.7,105.2,126721.2,,,,,,,,,0.8668,1.275172,0.928984,0.346188,,,,1000,314000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
317,352.2,246.9,105.3,127073.4,,,,,,,,,0.8662,1.273588,0.925308,0.348280,,,,1000,315000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
318,321.8,216.3,105.5,127395.2,,,,,,,,,0.8648,1.274340,0.924760,0.349580,,,,1000,316000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
319,386.7,281.2,105.5,127781.9,,,,,,,,,0.8643,1.275395,0.924228,0.351167,,,,1000,317000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
320,277.8,172.0,105.8,128059.7,,,,,,,,,0.8667,1.265752,0.920611,0.345140,,,,1000,318000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
321,363.1,257.2,105.8,128422.8,,,,,,,,,0.8667,1.260050,0.913908,0.346142,,,,1000,319000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
